,tweet
2110,mistyy_v> Hopefully.  to buy groceries or candles 
2111,Djelly23> I want my back rubbed every night while a candle is lit . Free shit .
2112,candle0208> 흐갸아ㅏㄱ앗
2113,mrsauntiepam> I might settle for a Scholastic Book Fair scented candle.
2114,Eucalyptussmint> that’s what I’m doing right now. drinking this wine in the tub with my candles lit.
2115,_milkCandle> 優しいからゆるす⊂( ・ ̫・ )⊃♡
2116,adalimon> Things I’ve learned today: I can creep my own self out when I carry a flashlight in the dark. (OMG who is that with the flashlight!) The word “candle” looks likes “cancel.” And an extra battery charger for your phone is life saver when you think you’ll be powerless for awhile.
2117,candle_24> まさかの延期になっちゃうとは思わなかったからショックだよ
2118,WangPharm> Candles back in stock yet???
2119,RohiniS16> Cannot find a single lighter in this house full of candles
2120,Narco_asesino>  i want you and me and this food and wine and drinks and candles he bought somewhere and just hanging out. A quiet night with the guy that i adore before i go back to chaos. It simple. Affordable. Relaxing. And with you. That's what matters
2121,candle_24> 新しい所だから人多いなぁ( ˇωˇ ) 怖すぎ問題
2122,paigenoel_> Lmao my sensitive ass teared up when Penelope blew out her candles 
2123,tankfunkadelic> If i get corona'd everyone better chug a pbr at my funeral while candle in the wind plays
2124,"kcissemhannah> I get the whole coronavirus fear, but it will not stop me from going to Target tomorrow just to smell the candles and buy stuff from the dollar spot that says ""welcome spring"""
2125,Txcraftycruz> Jackpot Lavender Candle with Surprise Jewelry Giveaway   
2126,indoorbiketrai1> Kyson Solar Power Vintage Latern Candle Twinkle Effect 2 LEDs Outdoor Waterproof Hanging Umbrella Garden Pathway Stairs Wall Led Lamp Light Pakc of 8   … pic.twitter.com/0EiQ7p8Uj6
2127,chetkelly69> I am lighting candles and praying at my Tom Hanks altar
2128,coffeecaloriess> oh to be a pretty girl studying music in paris going to cute coffee shops being organized reading poetry wearing high fashion clothes having a lot of aromatic candles eating pastries and drinking different types of coffee and tea ‍♀️✨
2129,ECIGCANADAZONE> The History of Rigaud Candles   …
2130,jomama_trades> But for the 2/24 weekly candle to undo nearly 5 months of Bull’s work was something
2131,caseytennison1> Lighting a candle for Craig
2132,candle_shoo> Iya bener... Capek nanggepin tuh org. Kenapa ya mrk? Knp w yg disalahin? Org W mah bebas klo mo kambek ya mrk tinggal bikin lagu. Udah dr debut jg YG jelas2 ngebebasin mrk. Hadeh.
2133,georush> When San Antonio Spurs fans burn religious candles knowing that the Spurs might miss the playoffs.    pic.twitter.com/vtMAFY5ivo
2134,evilbobdayjob> The beaches here in Amity are perfectly safe!
2135,DJISupport> We are really sorry to read your unpleasant experience with our product and customer service. May we have more details of what happened to the device and is there ticket number or case number we can refer to for further help?
2136,Nerdy_Marie> I can’t go to sleep because I don’t want to ruin my candles first burn. This is a prison.
2137,candle_boutique> Can you put anything past him? I can't.  …
2138,Emanii_Unique> Really wanna take a nice hot bubble bath with candles and my  but im mf tired
2139,ProfitTrends_> Energy and Infrastructure Strategist David Fessler highlights a quote from renowned author Oren Harari: “The electric light did not come from the continuous improvement of candles.” Here's what that has to do with the future of semitrucks.   
2140,"333blueblack> Cape bukan krna idol ku. Gara"" hoobae kurang asem. Benci sekali."
2141,kornliketheband> they really cleared out the cleaning supplies huh? pic.twitter.com/wQu8f0e1C9
2142,candle_boutique> If it weren't for the pandemic made worse by the monster in the WH I would say we should all be saying it out loud - out loud and in the streets. At the top of our lungs . . .  …
2143,bunnybooq8> Someone remind me to put out my candle before I go to sleep
2144,jimmydeegz> Did she have comorbidities? Serious question.  …
2145,findmeintheEnd> I will light a candle for them
2146,_ark_31> James was so confused whole time was like just light a candle   …
2147,MadsRap> Me when my friends have anxiety: Color! Light a candle! Listen to music! Watch your favorite show! Meditate! It works I promise :)  Me when I have anxiety and my friends suggest those same coping mechanisms: those ideas are stupid and I am going to jump in the river
2148,ServalCandle> 太可怕了喵…直接卸载_(´ཀ`」 ∠)_ pic.twitter.com/LxWfZHj4OE
2149,sofasofasof> I like taking the stickers off my candles because it lets me pretend I obtained the candle by doing a kind favor for my friendly candle maker instead of buying it from King Soopers.
2150,"RosePrincess219> She was Walking to The Cemetery and walks to a Grave with the Name ""Izumi"" on it as she Lights A small candle and puts the roses down  ""Hey mom...."""
2151,candle_boutique>  So typical. What good does a payroll tax  holiday do someone who isn't working?As usual this only applies to people that work in jobs where they will still be employed and make enough money so they won't be let go. You are the monster we all feared under our beds  …
2152,candle_malia> LINEで使わせて頂いてもよろしいですか？？？ フォロワー300人おめでとうございます
2153,TimBukOneCandle>  $JSEFFA - Search:    pic.twitter.com/qp3qHdGFfR
2154,"JR__MN03> No more song lyrics. I’m switching to the Bard.   “Out, out, brief candle!  Life's but a walking shadow, a poor player That struts and frets his hour upon the stage And then is heard no more: it is a tale Told by an idiot, full of sound and fury, Signifying nothing.""   …"
2155,TimBukOneCandle>  $JSEFFB - Search:    pic.twitter.com/C3iYEo6llx
2156,TimBukOneCandle>  $JSEGFI - Search:    pic.twitter.com/kVO05QYbmg
2157,TimBukOneCandle>  $JSEGTR - Search:    pic.twitter.com/el0rmZykuy
2158,TimBukOneCandle> HOSPB JSEHPB - Search:    pic.twitter.com/eqgNeBIfKf
2159,loserkenma> so pissed at this guys use of candles. fucking imagine sitting in the fucking dark like a fucking loser using a fucking candle bc ur too fucking edgy to just use a fucking normal lamp. ur fucking THIEVES go steal a fucking LIGHTBULB u asshole. jesus christ.  pic.twitter.com/4nyYNA6eqq
2160,Little_browncat> A candle for   pic.twitter.com/6VS3SwNdmx
2161,hotcheetodick> candle light
2162,botdecemberists> Tell your mom to marry us A candle to carry us
2163,Mahoganycandles> Avoid large crowds and practice social distancing... ✅✅ Been doing that‍♀️   
2164,casino_saint7> PREMARKET ANALYSIS: 12.03.20  Global Lockdown! And Corona in Mumbai! Expecting huge fall today. Gap down open (around 10114). Mild pull back at opening. Thereafter a huge red candles. Nifty level to watch 9954. And BNF 24364. Possible for Fin Min NS's meeting today!
2165,candle_shoo> Gak prnh secapek ini ngestan idol.  …
2166,tanyadbryant> Watch “Bunker Labs Narrative - Southern Elegance Candle Company” by  on   
2167,itssshol> 5 things and 5 tags:  Color: blue (can u tell?) Food: anything i shouldnt eat‍♀️ Smell: Yankee Candle Pink sands  Song: 28 Hours/Wherever We Are  Sound: Jenn Colella's voice   i tag        …
2168,RichLLogan> We got a bullish candle on the /YM! Miracle!! 
2169,candle_shoo> Orang baik emang bnyk musuhnya.
2170,GiulianaSuratos> naol naay ka date sa candle light
2171,Amy1989Webb> Jackpot Lavender Candle with Surprise Jewelry Giveaway   
2172,megsilvern> At a bar for Trivia and it’s someone’s birthday and they brought out a huge cake with candles. The guy blew out the candles. I’m not going near that cake.   
2173,Shay505__> How much do you pay for your candles ? 
2174,kvndvddmy> With everything flying off the shelves with the coronavirus panic it reminded me how hard I need to get my ass to Yankee Candle. Fresh out of Eucalyptus and I shan’t be quarantined without them.
2175,333blueblack> Seperti biasa ~~~ kerja keras bagai kuda klo lagi gini aku tu lelah 
2176,JesusConfucius> What do you want me to do for you? ...It is better to light one small candle than to curse the darkness.
2177,kornliketheband> hope it’s not the ‘rona
2178,ThornCoyle> We need your candle in the darkness.
2179,ibsroyalty> Are we just gonna be living at candle light playing board games with our tornado radio on until it runs out of batteries pls
2180,corbindeIacroix> Like candle carving or slapping scents and colors together in votives ? ;0;
2181,Gray_Dey> Self care is having 5 scented candles going while you are in your jacuzzi blasting $uicideboy$ while drinking bud light.
2182,candle_horn_46> おばさんじゃないよ 林檎さんはまだまだおねえさん
2183,fourbitude> none of these bitches hold a CANDLE to miss monica belluci
2184,2994CANDLE> 最近はミスト後、かなり頻繁に鳴いているチリキーアマガエルモドキ。いつか売れ残ってマイペットに…    pic.twitter.com/3y73svM3Gw
2185,_girlAlexis> Just got a flash back of skipping down the aisles after rose & candle ceremony senior year    …
2186,"MightBeKakio> At this point I'd like to purchase enough hand sanitizer for me to come home from public, light a few candles, put on ""Best of Enya"" and just soak for a few hours"
2187,ElaineCandles> Colores  Gracias  pic.twitter.com/3ruYSJs4nb
2188,wheresistherain> Well done if you picked the bottom there around 5290 up 140 points in less than two 15 min candles
2189,geinouniv> ハワイリップクリーム Island Soap&Candle Worksアイランドソープ＆キャンドルワークス　リップバーム 10gハワイコスメ　カウアイ島リップクリーム　ハワイお土産　ハワイプチギフト 221      …
2190,kaleydelana> There’s just something really special about cleaning your entire house & lighting 10 candles
2191,ElaineCandles> Velas de colores pic.twitter.com/FTIxxvy92M
2192,SignalJamms> Yes I would like to meet and interact with new people.  No I do not want to initiate said interaction. If I make the first move something’s wrong with the both of us.
2193,bluee_dymes> I cannot go to someone candle light and try to get a photo with they momma or siblings I wouldn’t even know how to ask for a picture with them people 
2194,Mahoganycandles> Please and thank you! ‍♀️  …
2195,ElaineCandles> Fanal matizado pic.twitter.com/aNlq5tVp0m
2196,jomama_trades> Agree.  The weekly candles said a lot.   …
2197,jimmydeegz> I’m ready for my lifted truck sweetie pic.twitter.com/cTfKtyV0h9
2198,davegoldhahn>  what size are these candles?
2199,TigOl3Bitti3z> I need another Coconut Lime Candle   pic.twitter.com/JQTuACulSZ
2200,ElaineCandles> Fanal blanco pic.twitter.com/3fBAM4TW2t
2201,ElaineCandles> Una noche cualquiera pic.twitter.com/khjsS1J1I4
2202,SpookyCandle> i like houseplants! i have more than just those
2203,sherfitch> One of my favourite of her books. Thank you for the candle tonight.
2204,mikelarry223> She better start burning them candles for strength lol
2205,maddie_Edu> A good teacher is like a candle it consumes itself to light the way for others 
2206,blankstoblanks> princes to candles
2207,candle_75> زعلانه كثير
2208,BabaYaga_003> Break out some candles and cook a nice meal at home. Don’t let the rona kill the romance
2209,salihasauce> Candles. Water. Canned food
2210,TeamSalBrian> Well back to work catch every1 when I get home going to zone candles that is my happy place   pic.twitter.com/1Kzi3eush3
2211,_karismaaa> Bitch my candles
2212,heavenly_krys> so i started lighting candles in my dorm & my roommate’s bf says “you trynna collect enough to start a harry styles shrine??” i-
2213,TachyonIsBackOn> Back in my day all we had were coloring books and candles during mass quarantines.   …
2214,KeaganOMrD> How does candles smell?
2215,ostxra> Ostara is really into crafting stuff..... she sews + makes candles and all that c: it's what she does to wind down
2216,chelsssseeeaaa_> I found a strawberry mimosa candle & it smells soooo good.
2217,youngbechamel> Bubble baths with candles are the best. End of story
2218,ElonWick> Jesus not the NBA  
2219,TimBukOneCandle>  $JSEHPR - Search:    pic.twitter.com/ufjskE360E
